"報告年度:2022","議題:溫室氣體排放"
"公司代號","公司名稱","範疇一-排放量(噸CO2e)","範疇一-資料邊界","範疇一-取得驗證","範疇二-排放量(噸CO2e)","範疇二-資料邊界","範疇二-取得驗證","範疇三-排放量(噸CO2e)","範疇三-資料邊界","範疇三-取得驗證","溫室氣體排放密集度-密集度(噸CO2e/單位)","溫室氣體排放密集度-單位"
"=""3706""","神達","3847.0000","合併財務報表之母子公司，含台灣營運、研發中心及廠區； 中國主要生產據點：廣東順達廠區/江蘇昆達廠區/江蘇璽達廠區； 美國加州組裝廠區：MiTAC Information Systems Corp.","ISO 9001","36948.0000","合併財務報表之母子公司，含台灣營運、研發中心及廠區；中國主要生產據點：廣東順達廠區/江蘇昆達廠區/江蘇璽達廠區；美國加州組裝廠區：MiTAC Information Systems Corp.","ISO 9001","8155.0000","合併財務報表之母子公司，含台灣營運、研發中心及廠區；中國主要生產據點：廣東順達廠區/江蘇昆達廠區/江蘇璽達廠區；美國加州組裝廠區：MiTAC Information Systems Corp.","ISO 9001","0.8500","百萬元營業額"
"=""3708""","上緯投控","717.9530","上緯興業股份有限公司、上偉碳纖複合材料股份有限公司、磁震科技開發股份有限公司","","2048.0830","上緯興業股份有限公司、上偉碳纖複合材料股份有限公司、磁震科技開發股份有限公司","","無，無統計相關數據","","","0.8470","百萬元營業額"
"=""3711""","日月光投控","90993.1065","日月光半導體製造股份有限公司(高雄廠、中壢廠、無錫廠、上海材料廠、上海月芯半導體、日本廠、韓國廠、 新加坡廠、馬來西亞廠、ISE Labs)、矽品精密工業股份有限公司(大豐廠、中山廠、中科廠、新竹廠、彰化廠、中工廠、蘇州廠)、環電股份有限公司(南投廠、張江廠、昆山廠、金橋廠、惠州廠、墨西哥廠)","ISO 9001","1671242.4854","日月光半導體製造股份有限公司(高雄廠、中壢廠、無錫廠、上海材料廠、上海月芯半導體、日本廠、韓國廠、 新加坡廠、馬來西亞廠、ISE Labs)、矽品精密工業股份有限公司(大豐廠、中山廠、中科廠、新竹廠、彰化廠、中工廠、蘇州廠)、環電股份有限公司(南投廠、張江廠、昆山廠、金橋廠、惠州廠、墨西哥廠)","ISO 9001","13350245.1780","日月光半導體製造股份有限公司(高雄廠、中壢廠、無錫廠、上海材料廠、上海月芯半導體、日本廠、韓國廠、 新加坡廠、馬來西亞廠、ISE Labs)、矽品精密工業股份有限公司(大豐廠、中山廠、中科廠、新竹廠、彰化廠、中工廠、蘇州廠)、環電股份有限公司(南投廠、張江廠、昆山廠、金橋廠、惠州廠、墨西哥廠)","ISO 9001","0.0810","噸CO2e/千美金營收"
"=""3712""","永崴投控","0.0330","母公司","ISO 9001","5.9472","母公司","ISO 9001","2.1994","母公司","","2.4000","百萬元營業額"
"=""3714""","富采","66085.7500","邊界主要為富采投資控股股份有限公司，且包含旗下主要子公司晶元光電(包含台灣各廠區據點新竹、苗栗、台中與台南)及旗下大陸子公司晶品光電(常州)、晶宇光電(廈門)及江蘇璨揚光電，隆達電子及其大陸子公司達亮電子與晶成半導體。","ISO 9001","280416.3000","邊界主要為富采投資控股股份有限公司，且包含旗下主要子公司晶元光電(包含台灣各廠區據點新竹、苗栗、台中與台南)及旗下大陸子公司晶品光電(常州)、晶宇光電(廈門)及江蘇璨揚光電，隆達電子及其大陸子公司達亮電子與晶成半導體。","ISO 9001","42113.9400","富采、晶元光電、隆達電子、晶成半導體。","ISO 9001","0.0000","晶電:9.87 (ton CO2e/晶圓產能面積m2)，隆達：3.94 (ton CO2e/晶圓產能面積m2)，晶成：97.43(ton CO2e/晶圓產能重量kg)"
"=""3715""","定穎投控","18793.4500","資料涵蓋範圍包含合併財務報表之母子公司","ISO 9001","165845.8700","資料涵蓋範圍包含合併財務報表之母子公司","ISO 9001","202209.2100","資料涵蓋範圍包含合併財務報表之母子公司","ISO 9001","12.0700","百萬元營業額"
"=""3716""","中化控股","","","N/A","N/A","N/A","N/A","","","N/A","",""
"=""4104""","佳醫","54.7177","僅母公司","ISO 9001","198.5851","僅母公司","ISO 9001","479.0451","僅母公司","ISO 9001","0.0002","仟元營業額"
"=""4106""","雃博","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""4108""","懷特","121.3700","台北公司及楊梅精製廠","","1355.9000","台北公司及楊梅精製廠","","無，無統計相關數據","","","無，無統計相關數據",""
"=""4119""","旭富","1352.1762","包含合併財務報表之母子公司","","4936.8238","包含合併財務報表之母子公司","","無，盤查中","","","0.0160","產品"
"=""4133""","亞諾法","無，詳年報說明","","","941.0320","資料涵蓋範圍僅母公司。 經營運邊界之排放源鑑別，本公司溫室氣體屬於其他間接排放:針對由公司其他活動所產生的間接排放。","","無，詳年報說明","","","無，詳年報說明",""
"=""4137""","麗豐-KY","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""4142""","國光生","6783.4018","僅母公司","","12059.9160","僅母公司","","無，無統計相關數據","","","8.3688","百萬元營業額"
"=""4148""","全宇生技-KY","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""4155""","訊映","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""4164""","承業醫","無，3","","","318.4400","包含合併財務報表之母子公司","","無，無統計相關數據","","","0.1070","百萬元營業額"
"=""4190""","佐登-KY","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""4306""","炎洲","43330.1800","母公司及台灣廠區","","53444.2420","母公司及台灣廠區","","無，範疇三非屬自有或可支配控制之排放源所產生之其他間接排放，因其量化與查證有其困難性，故未計算。","","","6.5962","百萬元營業額"
"=""4414""","如興","332.0000","柬埔寨部份生產廠區，詳細請閱如興2022年永續報告書。","","563.0000","柬埔寨部份生產廠區，詳細請閱如興2022年永續報告書。","","無，無統計相關數據","","","無，無統計相關數據",""
"=""4426""","利勤","16025.0000","僅母公司","","4977.0000","僅母公司","","67.0000","僅母公司","","5.6686","產品"
"=""4438""","廣越","15.4600","僅母公司","","116988.5600","僅母公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""4439""","冠星-KY","27834.7693","TOP SPORTS TEXTILE LTD.","ISO 9001","14548.4157","TOP SPORTS TEXTILE LTD.","ISO 9001","119554.5604","TOP SPORTS TEXTILE LTD.","ISO 9001","2.6013","產品"
"=""4440""","宜新實業","121.4932","台北公司與彰化廠區","","20514.7373","外購電力","","0.9676","彰化廠區","","無，無統計相關數據",""
"=""4526""","東台","263.0700","東台精機股份有限公司第一廠","","2986.4400","東台精機股份有限公司第一廠","","無，無統計相關數據","","","0.9800","產品"
"=""4532""","瑞智","4202.1200","僅母公司","ISO 9001","5225.1600","僅母公司","ISO 9001","3380.0700","僅母公司","ISO 9001","1.0100","百萬元營業額"
"=""4536""","拓凱","66.6000","本公司","","1124.3000","本公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""4540""","全球傳動","無，3","","","無，規劃中","","","無，規劃中","","","無，規劃中",""
"=""4545""","銘鈺","2304.0000","母公司","","5852.0000","母公司","","無，無統計相關數據","","","6.7800","百萬元營業額"
"=""4551""","智伸科","216.8700","包含合併財務報表之母子公司","ISO 14001","55282.7900","包含合併財務報表之母子公司","ISO 14001","無，無統計相關數據","","","0.0002","產品"
"=""4552""","力達-KY","10818.3100","包含合併財務報表之母子公司","","無，無","","","無，無","","","無，無",""
"=""4555""","氣立","1.0800","僅母公司","","746.3860","僅母公司","","72.4100","僅母公司","","0.1710","公司總面積(坪)"
"=""4557""","永新-KY","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""4560""","強信-KY","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""4562""","穎漢","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""4564""","元翎","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""4566""","時碩工業","124.5109","母公司","ISO 14001","5873.7057","母公司","ISO 14001","1353.4239","母公司","ISO 14001","3.1763","百萬元營業額"
"=""4571""","鈞興-KY","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""4572""","駐龍","無，無統計相關數據","","","2462.0000","合併財務報表之母子公司","","無，無統計相關數據","","","3.8700","百萬元營業額"
"=""4576""","大銀微系統","487.6161","母公司之總部及二廠","ISO 9001","4862.9923","母公司之總部及二廠","ISO 9001","1478.7637","母公司之總部及二廠","ISO 9001","3.8916","千小時總經歷工時"
"=""4581""","光隆精密-KY","229.0500","包含合併財務報表之母子公司","","2427.6730","包含合併財務報表之母子公司","","無，無統計相關數據","","","2.6155","百萬元營業額"
"=""4583""","台灣精銳","46.0000","母公司","","11891.1800","母公司","","無，無統計相關數據","","","0.0040","千元營業額"
"=""4720""","德淵","838.9700","排放量係以母公司計算；排放密集度單位係以合併財務報表百萬營業額計算。","","2099.5400","母公司","","無，無統計相關數據","","","0.8000","百萬元營業額"
"=""4722""","國精化","9899.0000","母公司","","6750.0000","母公司","","28.0000","母公司","","無，無統計相關數據",""
"=""4736""","泰博","無，無統計相關數據","","","7423.0000","母公司","","無，無統計相關數據","","","0.8870","百萬元營業額"
"=""4737""","華廣","187.0000","母公司","","6262.0000","母公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""4739""","康普","6525.0000","康普集團","ISO 9001","23066.0000","康普集團","ISO 9001","無，無統計相關數據","","","3.2600","百萬元營業額"
"=""4746""","台耀","6576.3713","母公司","","26516.4568","母公司","","10849.9491","母公司","","11.5513","百萬元營業額"
"=""4755""","三福化","5003.0000","僅母公司(善化廠、柳科廠、高雄廠)","ISO 9001","20344.0000","僅母公司(善化廠、柳科廠、高雄廠)","ISO 9001","4528.0000","僅母公司(善化廠、柳科廠、高雄廠)","ISO 9001","0.0049","營業額；單位：噸CO2e / 仟元"
"=""4763""","材料-KY","59300.1300","合併財務報表之母子公司","","178416.7300","合併財務報表之母子公司","","無，無統計相關數據","","","0.0557","營業額(仟元單位)"
"=""4764""","雙鍵","1900.0509","母公司","","3244.4225","母公司","","無，無統計相關數據","","","1.8333","百萬元營業額"
"=""4766""","南寶","5512.0000","僅母公司","","9577.0000","僅母公司","","175679.0000","僅母公司","","2.4300","百萬元營業額"
"=""4770""","上品","280.8582","僅母公司","","8339.0351","僅母公司","","無，無統計相關數據","","","1.4043","百萬元營業額"
"=""4807""","日成-KY","163.0000","1.重要子公司Regal Jewelry Manufacture Co., Ltd  2.重要子公司Regal Plating Co., Ltd 3.子公司Regal Management Solution Co., Ltd","ISO 9001","3583.0000","1.重要子公司Regal Jewelry Manufacture Co., Ltd  2.重要子公司Regal Plating Co., Ltd 3.子公司Regal Management Solution Co., Ltd","ISO 9001","6602.0000","1.重要子公司Regal Jewelry Manufacture Co., Ltd  2.重要子公司Regal Plating Co., Ltd 3.子公司Regal Management Solution Co., Ltd","ISO 9001","無，無統計相關數據",""
"=""4904""","遠傳","4667.6300","包含合併財務報表之母子公司","ISO 9001","286818.2030","包含合併財務報表之母子公司","ISO 9001","364564.3290","包含合併財務報表之母子公司","ISO 9001","3.2700","百萬元營業額"
