"報告年度:2021","議題:溫室氣體排放"
"公司代號","公司名稱","範疇一-排放量(噸CO2e)","範疇一-資料邊界","範疇一-取得驗證","範疇二-排放量(噸CO2e)","範疇二-資料邊界","範疇二-取得驗證","範疇三-排放量(噸CO2e)","範疇三-資料邊界","範疇三-取得驗證","溫室氣體排放密集度-密集度(噸CO2e/單位)","溫室氣體排放密集度-單位"
"=""3708""","上緯投控","811.4300","上緯興業股份有限公司及上偉碳纖複合材料股份有限公司","","1225.7600","上緯興業股份有限公司及上偉碳纖複合材料股份有限公司","","無，無統計相關數據","","","0.6500","百萬營業額"
"=""3711""","日月光投控","90590.8900","日月光半導體製造股份有限公司(高雄廠、中壢廠、蘇州廠、 威海廠、無錫廠、日榮半導體(上海)、上海材料廠、 上海月芯半導體、昆山廠、日本廠、韓國廠、 新加坡廠、馬來西亞廠、ISE Labs)、矽品精密工業股份有限公司(大豐廠、中山廠、中科廠、新竹廠、彰化廠、蘇州廠)、環電股份有限公司(南投廠、張江廠、昆山廠、金橋廠、深圳廠、墨西哥廠)","ISO 9001","1612049.4600","日月光半導體製造股份有限公司(高雄廠、中壢廠、蘇州廠、 威海廠、無錫廠、日榮半導體(上海)、上海材料廠、 上海月芯半導體、昆山廠、日本廠、韓國廠、 新加坡廠、馬來西亞廠、ISE Labs)、矽品精密工業股份有限公司(大豐廠、中山廠、中科廠、新竹廠、彰化廠、蘇州廠)、環電股份有限公司(南投廠、張江廠、昆山廠、金橋廠、深圳廠、墨西哥廠)","ISO 9001","16231394.3543","日月光半導體製造股份有限公司(高雄廠、中壢廠、蘇州廠、 威海廠、無錫廠、日榮半導體(上海)、上海材料廠、 上海月芯半導體、昆山廠、日本廠、韓國廠、 新加坡廠、馬來西亞廠、ISE Labs)、矽品精密工業股份有限公司(大豐廠、中山廠、中科廠、新竹廠、彰化廠、蘇州廠)、環電股份有限公司(南投廠、張江廠、昆山廠、金橋廠、深圳廠、墨西哥廠)","ISO 9001","0.0829","噸CO2e/千美金營收"
"=""3712""","永崴投控","43.4700","母公司","ISO 9001","318.7000","母公司","ISO 9001","0.0000","母公司","ISO 9001","無，無統計相關數據",""
"=""3714""","富采","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""3716""","中化控股","","","N/A","N/A","N/A","N/A","","","N/A","",""
"=""4104""","佳醫","無，無統計相關數據","","","374.8730","僅母公司","","無，無統計相關數據","","","0.0001","仟元營業額"
"=""4106""","雃博","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""4108""","懷特","無，無統計相關數據","","","1873.0000","台北公司及楊梅精製廠","","無，無統計相關數據","","","無，無統計相關數據",""
"=""4119""","旭富","9.5030","僅母公司","","1667.0000","僅母公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""4133""","亞諾法","無，詳年報說明","","","無，詳年報說明","","","941.9280","資料含蓋範圍僅母公司。 經營運邊界設定之排放源鑑別，本公司溫室氣體屬於其他間接排放：針對由公司其他活動所產生的間接排放。","","無，詳年報說明",""
"=""4137""","麗豐-KY","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""4142""","國光生","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""4148""","全宇生技-KY","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""4155""","訊映","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""4164""","承業醫","無，3","","","335.2600","包含合併財務報表之母子公司","","無，無統計相關數據","","","0.1370","百萬營業額"
"=""4190""","佐登-KY","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""4306""","炎洲","23019.9800","台灣總部及各廠區","","73084.6100","台灣總部及各廠區","","無，詳年報說明","","","5.5900","百萬營業額"
"=""4414""","如興","1637.2600","柬埔寨部分生產廠區，詳細請閱如興2021年永續報告書。","ISO 14001","9103.9500","柬埔寨部分生產廠區，詳細請閱如興2021年永續報告書。","ISO 14001","無，無統計相關數據","","","無，無統計相關數據",""
"=""4426""","利勤","10854.0000","僅母公司","","3991.0000","僅母公司","","485.0000","僅母公司","","8.9428","產品"
"=""4438""","廣越","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""4439""","冠星-KY","44553.3996","Top Sports Textile Limited","ISO 9001","14798.3205","Top Sports Textile Limited","ISO 9001","164219.8176","Top Sports Textile Limited","ISO 9001","3.4703","產品"
"=""4440""","宜新實業","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""4526""","東台","241.3137","東台精機股份有限公司第一廠","","3183.4896","東台精機股份有限公司第一廠","","無，無統計相關數據","","","0.3300","產品"
"=""4532""","瑞智","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""4536""","拓凱","無，3","","","1094.0000","本公司","","無，本公司非屬範疇三範圍","","","無，無統計相關數據",""
"=""4540""","全球傳動","無，3","","","無，規劃中","","","無，規劃中","","","無，規劃中",""
"=""4545""","銘鈺","1535.0000","母公司","","6397.0000","母公司","","無，無統計相關數據","","","6.9300","百萬營業額"
"=""4551""","智伸科","1107.4600","包含合併財務報表之母子公司","ISO 14001","49462.1800","包含合併財務報表之母子公司","ISO 14001","無，無統計相關數據","","","0.0001","產品"
"=""4552""","力達-KY","10295.5500","包含合併財務報表之母子公司","ISO 14001","","","","","","","",""
"=""4555""","氣立","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""4557""","永新-KY","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""4560""","強信-KY","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""4562""","穎漢","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""4564""","元翎","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""4566""","時碩工業","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""4571""","鈞興-KY","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""4572""","駐龍","無，無統計相關數據","","","2032.0000","母公司","","無，無統計相關數據","","","5.0300","百萬營業額"
"=""4576""","大銀微系統","無，無統計相關數據","","","5064.0000","母公司之總部及二廠(依台電用電收據統計)","","無，無統計相關數據","","","無，無統計相關數據",""
"=""4581""","光隆精密-KY","262.7300","合併財務報表之母子公司","","2514.1200","合併財務報表之母子公司","","無，因不易歸屬及量化，僅定義種類","","","0.0025","營業額"
"=""4583""","台灣精銳","36.3507","母公司","","10924.3800","母公司","","0.0000","母公司","","0.0000","營業額"
"=""4720""","德淵","679.8600","排放量係以母公司計算；排放密集度單位係以合併財務報表百萬營業額計算。","","2355.7500","母公司","","無，未取得統計數","","","0.8600","營業額"
"=""4722""","國精化","11066.0000","母公司","","7170.0000","母公司","","28.0000","母公司","","無，無統計相關數據",""
"=""4736""","泰博","0.0000","無。","","2579.0000","以年度總用電量試算","","0.0000","無。","","0.0004","營業額"
"=""4737""","華廣","無，無統計相關數據","","","6239.4000","母公司","","無，無統計相關數據","","","6239.4000","營業額"
"=""4739""","康普","2710.0000","康普材料新竹廠","ISO 9001","10067.2700","康普材料新竹廠","ISO 9001","無，無統計相關數據","","","0.0022","總排放量(公噸)/個體營收(千元)"
"=""4746""","台耀","633.6800","母公司","","31949.4300","母公司","","133.4400","母公司","","10.3200","噸CO2e/百萬營業額"
"=""4755""","三福化","7201.0000","僅母公司(善化廠、柳科廠、高雄廠)","ISO 9001","19888.0000","僅母公司(善化廠、柳科廠、高雄廠)","ISO 9001","4742.0000","僅母公司(善化廠、柳科廠、高雄廠)","ISO 9001","0.0067","營業額；單位：噸CO2e / 仟元"
"=""4763""","材料-KY","22667.7500","合併財務報表之母子公司","","27783.9300","合併財務報表之母子公司","","無，無統計相關數據","","","18.5800","營業額"
"=""4764""","雙鍵","22.6300","母公司","","2171.5800","母公司","","無，無統計相關數據","","","0.7164","百萬營業額"
"=""4766""","南寶","3793.0000","僅母公司","","8821.0000","僅母公司","","39956.0000","僅母公司","","2.3500","百萬營收"
"=""4770""","上品","119389.0467","僅母公司","","12061.4880","僅母公司","","無，無統計相關數據","","","51.0604","百萬營業額"
"=""4807""","日成-KY","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""4904""","遠傳","10577.1430","遠傳電信股份有限公司及兩家子公司(新世紀資通股份有限公司、和宇寬頻網路股份有限公司)","ISO 9001","272411.3860","遠傳電信股份有限公司及兩家子公司(新世紀資通股份有限公司、和宇寬頻網路股份有限公司)","ISO 9001","108864.0460","遠傳電信股份有限公司及兩家子公司(新世紀資通股份有限公司、和宇寬頻網路股份有限公司)","ISO 9001","3.3200","營業額"
"=""4906""","正文","2080.3403","正文集團-正文科技.安博(常熟).正鵬(昆山).Gemtek Vietnam","ISO 14001","32583.7591","正文集團-正文科技.安博(常熟).正鵬(昆山).Gemtek Vietnam","ISO 14001","6660.5020","正文集團-正文科技.安博(常熟).正鵬(昆山).Gemtek Vietnam","ISO 14001","0.0015","營業額"
"=""4912""","聯德控股-KY","6.5000","重要子公司聯德精密材料(中國)股份有限公司","","83.0000","重要子公司聯德精密材料(中國)股份有限公司","","3.6000","重要子公司聯德精密材料(中國)股份有限公司","","0.0023","營業額"
"=""4915""","致伸","4900.1190","致伸科技及子公司東莞東聚、致伸重慶、致伸昆山、惠州迪芬尼、東莞迪芬尼及東城迪芬尼","ISO 9001","65289.2110","致伸科技及子公司東莞東聚、致伸重慶、致伸昆山、惠州迪芬尼、東莞迪芬尼及東城迪芬尼","ISO 9001","480858.9380","致伸科技及子公司東莞東聚、致伸重慶、致伸昆山、惠州迪芬尼、東莞迪芬尼及東城迪芬尼","ISO 9001","0.9800","營業額"
"=""4916""","事欣科","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
